Name,Description,Ocupation Wikidata Ids
PHIL DONAHUE,former Talk show host| Film producer| writer,"film producer|""television presenter""|""journalist""|""talk show host""|"
DUKE CUNNINGHAM,Former U.S. House of Representatives member| convicted and sentenced for conspiracy to commit bribery| mail fraud| wire fraud and tax evasion,"politician|""officer""|"
WARREN CHRISTOPHER,Former U.S. Secretary of State,"officer|""diplomat""|""politician""|""writer""|"
MADELEINE ALBRIGHT,Former U.S. Secretary of State,"diplomat|""politician""|"
ALEXANDER HAIG,former U.S. States Secretary of State and U.S. Army general,diplomat|
BRIAN URQUHART,Former Undersecretary-General of the United Nations,
STANSFIELD TURNER,former United States Navy admiral and former Director of Central Intelligence and President of the Naval War College,officer|
JOE SESTAK,Former United States Representative,"politician|""officer""|"
MAX BURNS,Former United States Representative from Georgia,politician|
HENRY KISSINGER,former United States Secretary of State,"politician|""geopolitician""|""political scientist""|""diplomat""|""writer""|""entrepreneur""|""educationist""|""autobiographer""|"
LAWRENCE SUMMERS,Former US Secretary of the Treasury,economist|
MICHAEL NUNN,former US-american boxer,
MARTHA RAINVILLE,Former Vermont Adjutant General/politician,officer|
MOHAMMAD ALIABADI,Former Vice President and Head of Physical Education Organization of Iran,politician|
JOHN PODESTA,Former White House Chief of Staff,politician|
SCOTT MCCLELLAN,Former White House press secretary,"civil servant|""writer""|"
JIANG ZEMIN,former General Secretary of the Communist Party of China,politician|
HU JINTAO,former General Secretary of the Communist Party of China,"politician|""engineer""|"
WEN JIABAO,former Premier of the People's Republic of China,"politician|""geologist""|"
ZHU RONGJI,former Premier of the People's Republic of China,"politician|""engineer""|"
WALTER MONDALE,forty-second Vice President of the United States,"politician|""lawyer""|""diplomat""|""autobiographer""|"
GENGHIS KHAN,founder and first emperor of the Mongol Empire,politician|
OSAMA BIN LADEN,founder and leader of terrorist group al-Qaeda,"poet|""civil engineer""|""writer""|"
AHMED YASSIN,founder of Hamas,politician|
MICHAEL J. MCGIVNEY,Founder of the Knights of Columbus,priest|
VELUPILLAI PRABHAKARAN,Founder of the Liberation Tigers of Tamil Eelam| a militant organization in Sri Lanka,
ANDREW H. GREEN,Founder of Theta Delta Chi,
ABRAHAM GOLDFADEN,Founder of Yiddish theatre,"playwright|""author""|"
QIN SHI HUANG,founding emperor of the Qin Dynasty,
SATORU IWATA,fourth president of Nintendo,entrepreneur|
HASHEMI RAFSANJANI,fourth President of the Islamic Republic of Iran,"politician|""writer""|""entrepreneur""|""theologian""|"
NICOLAS GOMBERT,Franco-Flemish composer,composer|
JACK WHALEN,freelance contract killer and bookie from the United States,"assassin|""bookmaker""|"
ZAHRA KAZEMI,freelance photographer,"photographer|""journalist""|""reporter""|"
LI NINA,Freestyle skier,freestyle skier|
HAN XIAOPENG,Freestyle skier,freestyle skier|
JERET PETERSON,Freestyle skier,freestyle skier|
HANNAH KEARNEY,Freestyle skier,freestyle skier|
ROBERT FAURISSON,French academic,"essayist|""author""|"
BRUNO JULLIARD,French activist,politician|
JEAN RENO,French actor,"film actor|""actor""|"
LAURENT LUCAS,French actor,actor|
DIDIER FLAMAND,French actor,actor|
PAUL MEURISSE,French actor,actor|
ROMAIN DURIS,French actor,actor|
SAMI BOUAJILA,French actor,actor|
NICOLE BERGER,French actor,actor|
GASPARD ULLIEL,French actor,actor|
PASCAL GREGGORY,French actor,actor|
MARCEL BOZONNET,French actor,actor|
JAMEL DEBBOUZE,French actor,"actor|""cabaret artist""|"
DANIEL AUTEUIL,French actor,"actor|""film director""|"
VINCENT LINDON,French actor,"actor|""film director""|""screenwriter""|"
JEAN POIRET,French actor,"actor|""film director""|""screenwriter""|""author""|"
MATHIEU AMALRIC,French actor and film director,"actor|""film director""|""screenwriter""|"
JALIL LESPERT,French actor| film director and screenwriter,"actor|""film director""|""screenwriter""|"
XAVIER BEAUVOIS,French actor| film director and screenwriter,"actor|""film director""|""screenwriter""|"
ISABELLE HUPPERT,French actress,"film producer|""film actor""|""actor""|"
MURIEL MAYETTE,French actress,actor|
NATHALIE BAYE,French actress,actor|
EMMANUELLE DEVOS,French actress,actor|
ANNE BROCHET,French actress,actor|
JULIETTE BINOCHE,French actress,"actor|""film actor""|"
ISABELLE ADJANI,French actress,"actor|""film actor""|""stage actor""|""singer""|"
CAROLE BOUQUET,French actress,"actor|""film actor""|""model""|""film director""|"
MARION COTILLARD,French actress,"actor|""singer""|"
CHIARA MASTROIANNI,French actress,"actor|""singer""|""musician""|"
CATHERINE DENEUVE,French actress,"actor|""film producer""|""film actor""|"
AMIRA CASAR,French actress,"actor|""model""|"
EMMANUELLE SEIGNER,French actress,"actor|""model""|""singer""|"
EVA GREEN,French actress and model,"composer|""actor""|"
CHARLOTTE GAINSBOURG,French actress and singer,"actor|""musician""|""singer""|"
SANDRINE BONNAIRE,French actress| film director and screenwriter,"actor|""film director""|""screenwriter""|"
EMMANUELLE BERCOT,French actress| film director and screenwriter,"actor|""film director""|""screenwriter""|"
CATHERINE BREILLAT,French actress| film director| writer and screenwriter,"film director|""actor""|""writer""|""novelist""|""screenwriter""|"
JEANNE MOREAU,French actress| singer| screenwriter and director,"actor|""film actor""|""film director""|""singer""|""screenwriter""|""musician""|"
CHARLES AZNAVOUR,French and Armenian singer and diplomat,"actor|""singer""|""diplomat""|""writer""|""singer-songwriter""|""author""|"
VICTOR VASARELY,French and Hungarian plastician,"painter|""plastic artist""|""sculptor""|"
HENRI LABROUSTE,French architect,architect|
CHARLOTTE PERRIAND,French architect,architect|
DOMINIQUE PERRAULT,French architect,architect|
CHRISTIAN DE PORTZAMPARC,French architect,"architect|""restorer""|"
PATRICK BOUCHAIN,French architect,"architect|""scenographer""|"
JEAN NOUVEL,French architect (b.1945),architect|
AMBROISE VOLLARD,French art dealer,"art collector|""publisher""|"
ALFRED DREYFUS,French artillery officer,soldier|
RAOUL DUFY,French artist,painter|
PIERRE PINONCELLI,French artist,painter|
HENRI MATISSE,French artist,"painter|""sculptor""|"
YVES KLEIN,French artist,"painter|""sculptor""|""photographer""|"
EDGAR DEGAS,French artist,"painter|""sculptor""|""poet""|"
PIERRE BISMUTH,French artist,"screenwriter|""cinematographer""|"
SOPHIE CALLE,French artist,"photographer|""plastic artist""|""writer""|""choreographer""|"
PIERRE HUYGHE,French artist,artist|
HUANG YONG PING,French artist,
MARC PONTHUS,French artist,
THIERRY HENRY,French association football player,association football player|
MIREILLE GUILIANO,French author,
ALBERT CAMUS,French author and journalist,"writer|""philosopher""|""author""|""novelist""|""journalist""|""essayist""|""playwright""|"
YASMINA REZA,French author| director| actor,"actor|""linguist""|""author""|""translator""|""playwright""|""novelist""|""writer""|"
GEORGES PAULIN,French automobile designer,engineer|
EMMANUEL THIBAULT,French ballet dancer,choreographer|
ROLAND PETIT,French ballet dancer and choreographer,"choreographer|""dancer""|"
MARIE LOUISE TRICHET,French beatified nun,nurse|
ALAIN LEVY,French busienssman,
BERNARD ARNAULT,French business magnate,"art collector|""businessperson""|""entrepreneur""|"
HENRI LOYRETTE,French businessman,art historian|
CHRISTIAN STREIFF,French businessman,writer|
LOUIS VUITTON,French businessman,designer|
SERGE TCHURUK,French businessman,
LOUIS GALLOIS,French businessman,
PASCAL LAMY,French businessman and political advisor,"economist|""politician""|"
DANIEL BOULUD,French chef,chef|
ERIC RIPERT,French chef,chef|
GUY SAVOY,French chef,chef|
YVES CAMDEBORDE,French chef,chef|
PIERRE FRANEY,French chef,chef|
ALAIN DUCASSE,French chef,"chef|""author""|"
YVES ANGELO,French cinematographer/film director,"screenwriter|""cinematographer""|""film director""|"
GUSTAVE EIFFEL,French civil engineer and architect,"engineer|""architect""|""civil engineer""|"
MARIUS CONSTANT,French composer,"conductor|""composer""|"
BETSY JOLAS,French composer,composer|
HENRI DUTILLEUX,French composer,"composer|""musicologist""|"
MAURICE JARRE,French composer,"composer|""conductor""|"
ALEXANDRE DESPLAT,French composer,"composer|""music educator""|"
ERIK SATIE,French composer and pianist,"composer|""choreographer""|""pianist""|"
DARIUS MILHAUD,French composer and teacher,"composer|""conductor""|""choreographer""|""autobiographer""|""musicologist""|""music educator""|"
OLIVIER MESSIAEN,French composer| organist and ornithologist,"composer|""organist""|""ornithologist""|""music educator""|""musicologist""|""music theorist""|""pianist""|"
PHILIPPE AUGUIN,French conductor,conductor|
BERTRAND DE BILLY,French conductor,conductor|
YAN PASCAL TORTELIER,French conductor and violinist,conductor|
ANGELIN PRELJOCAJ,French dancer and choreographer,"choreographer|""dancer""|"
ARTHUR RIMBAUD,French Decadent and Symbolist poet,"poet|""writer""|"
PHILIPPE STARCK,French designer,architect|
PIERRE PAULIN,French designer,designer|
JEAN RACINE,French dramatist,"playwright|""poet""|""writer""|"
XAVIER GABAIX,French economist,economist|
EMMANUEL SAEZ,French economist,economist|
THOMAS PIKETTY,French economist,economist|
CARINE ROITFELD,French editor,"editor-in-chief|""journalist""|"
CHRISTIAN LACROIX,French fashion and theater designer,"grand couturier|""designer""|"
HUBERT DE GIVENCHY,French fashion designer,"art collector|""grand couturier""|""designer""|"
ROLAND MOURET,French fashion designer,fashion designer|
HAIDER ACKERMANN,French fashion designer,fashion designer|
CATHERINE MALANDRINO,French fashion designer,fashion designer|
COCO CHANEL,French fashion designer,"fashion designer|""choreographer""|""designer""|""artist""|"
PIERRE CARDIN,French fashion designer,grand couturier|
EMANUEL UNGARO,French fashion designer,grand couturier|
JEANNE LANVIN,French fashion designer,grand couturier|
HEDI SLIMANE,French fashion designer,"grand couturier|""photographer""|"
CHRISTIAN DIOR,French fashion designer,"grand couturier|""designer""|"
THIERRY MUGLER,French fashion designer,"grand couturier|""designer""|"
MARCEL ROCHAS,French fashion designer,"grand couturier|""perfumer""|""designer""|"
CHRISTIAN LOUBOUTIN,French fashion designer,designer|
GUY BOURDIN,French fashion photographer,photographer|
EMMA DE CAUNES,French film actress,actor|
AUDREY TAUTOU,French film actress,"actor|""model""|"
NICOLAS PHILIBERT,French film director,film director|
JEAN VIGO,French film director,film director|
CHRISTIAN CARION,French film director,"film director|""screenwriter""|"
LUC JACQUET,French film director,"film director|""screenwriter""|"
ALAIN RESNAIS,French film director,"film director|""screenwriter""|""film editor""|"
RACHID BOUCHAREB,French film director,"film director|""film producer""|"
ALAIN CORNEAU,French film director,"film director|""film producer""|""screenwriter""|""actor""|"
ROBERT BRESSON,French film director,"screenwriter|""film director""|"
BARBET SCHROEDER,French film director,"actor|""film director""|""screenwriter""|""film producer""|"
JEAN RENOIR,French film director and screenwriter,"film director|""actor""|""screenwriter""|""film producer""|"
JACQUES AUDIARD,French film director and screenwriter,"screenwriter|""film director""|"
ROBIN CAMPILLO,French film director| editor and screenwriter,"film director|""screenwriter""|""film editor""|"
ABDELLATIF KECHICHE,French film director| screenwriter and actor,"actor|""screenwriter""|""film director""|""author""|"
LAURENT CANTET,French film director| screenwriter and cinematographer,"film director|""screenwriter""|""cinematographer""|"
JACQUES RIVETTE,French film director| screenwriter and film critic,"film director|""screenwriter""|""film critic""|""journalist""|""writer""|""actor""|"
OLIVIER ASSAYAS,French film director| screenwriter and film critic,"screenwriter|""film director""|""film critic""|""author""|"
MICHEL GONDRY,French film director| screenwriter and producer,"film director|""screenwriter""|"
KARIN ALBOU,French film director| screenwriter| actress and writer,"actor|""film director""|""screenwriter""|""writer""|"
LOUIS MALLE,French film director| screenwriter| and producer,"screenwriter|""film producer""|""film director""|""camera operator""|"
CLAUDE CHABROL,French film director| screenwriter| film producer and actor,"film director|""film actor""|""press agent""|""screenwriter""|""film producer""|""film critic""|"
PHILIPPE CLAUDEL,French film director| writer and screenwriter,"writer|""film director""|""screenwriter""|""author""|""novelist""|"
LUC BESSON,French film director| writer| and producer,"film producer|""film director""|""screenwriter""|""actor""|""children's writer""|"
CHRISTOPHE BARRATIER,French film producer and director,"screenwriter|""film director""|""film producer""|"
CHRIS MARKER,French filmmaker,"film producer|""film critic""|""film director""|""photographer""|""artist""|"
DIANE KURYS,French filmmaker and actress,"screenwriter|""actor""|""film producer""|""film director""|"
FABIEN BARTHEZ,French football goalkeeper,"association football player|""racing driver""|""goalkeeper""|"
FLORENT MALOUDA,French footballer,association football player|
RAYMOND DOMENECH,French footballer,association football player|
PATRICK BATTISTON,French footballer,association football player|
WILLY SAGNOL,French footballer,"association football player|""coach""|"
LAURENT JALABERT,French former professional road racing cyclist,bicycle racer|
ALAIN PELLEGRINI,French general,soldier|
